MFSC_0,MFSC_1,MFSC_2,MFSC_3,MFSC_4,MFSC_5,MFSC_6,MFSC_7,MFSC_8,MFSC_9,MFSC_10,MFSC_11,MFSC_12,MFSC_13,MFSC_14,MFSC_15,MFSC_16,MFSC_17,MFSC_18,MFSC_19,MFSC_20,MFSC_21,MFSC_22,MFSC_23,MFSC_24,MFSC_25,MFSC_26,MFSC_27,MFSC_28,MFSC_29,MFSC_30,MFSC_31,MFSC_32,MFSC_33,MFSC_34,MFSC_35,MFSC_36,MFSC_37,MFSC_38,MFSC_39,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,timestamp,class_id
-26.083057,-16.953293,-15.30682,-16.50969,-12.170326,-14.629452,-18.861563,-12.218505,-19.138824,-22.855354,-22.536783,-25.963934,-26.142073,-24.015701,-25.79087,-27.646078,-26.86178,-27.451525,-29.104086,-35.64525,-34.855698,-35.79902,-40.846786,-46.630035,-48.472572,-48.661144,-49.11293,-50.944992,-53.23809,-59.89718,-64.82027,-68.775986,-69.89587,-74.80287,-77.69467,-80.0,-80.0,-80.0,-80.0,-80.0,-265.22592,231.87811,-62.85842,1.5266879,-2.9232225,-14.151762,-7.1629505,-28.772255,-11.47142,-7.6937833,-13.6421795,-4.557853,-3.7244716,25.596,0
-29.493881,-14.440449,-11.573195,-11.567423,-7.288624,-14.516134,-19.047255,-18.480051,-19.637028,-17.53614,-20.22348,-23.632113,-23.551247,-28.968565,-27.169312,-30.03257,-31.250673,-32.05062,-32.436752,-36.69828,-35.76857,-34.26044,-40.068825,-44.99112,-47.341293,-46.012905,-46.743515,-49.91204,-54.821526,-58.27298,-62.95578,-69.87109,-71.6334,-73.66592,-76.27178,-80.0,-80.0,-80.0,-80.0,-80.0,-260.95697,236.14096,-54.128,10.332649,-9.674328,-26.31574,-5.4715815,-19.175072,-8.542616,-11.670538,-22.674267,-13.217772,-10.845033,25.623,0
-24.509785,-13.5805,-11.638025,-11.628167,-11.354849,-14.349549,-15.933919,-16.757881,-21.040567,-17.948797,-18.498808,-19.834652,-21.240513,-25.09752,-26.515923,-26.491016,-27.541767,-30.551208,-32.560307,-35.764336,-37.28736,-36.303688,-40.34031,-47.733788,-46.96344,-48.812588,-51.35292,-52.044197,-53.938004,-57.123077,-64.0905,-70.31778,-70.24334,-74.410286,-79.05684,-80.0,-80.0,-80.0,-80.0,-80.0,-257.65765,244.17032,-54.721657,-0.09490067,-10.094257,-16.651205,-0.9493803,-21.068336,-7.7962027,-12.19034,-20.258675,-11.822252,-14.004538,25.65,0
-22.699385,-18.344303,-17.878613,-12.944163,-6.9203434,-12.733913,-17.524235,-16.003643,-21.745304,-21.063599,-20.597404,-21.07391,-24.717432,-27.606285,-31.63533,-28.850786,-30.05479,-30.441078,-32.989,-39.381332,-36.23911,-38.013268,-40.844635,-44.05201,-47.86138,-50.03221,-50.692818,-52.28547,-55.17005,-57.63865,-62.62703,-71.07122,-70.792595,-75.38309,-78.33515,-80.0,-80.0,-80.0,-80.0,-80.0,-268.13373,237.35309,-51.782753,5.7730474,-9.16581,-24.254028,-7.1537685,-23.596054,-9.045093,-11.665247,-17.991955,-10.274266,-14.865641,25.677,0
-21.413965,-15.787612,-18.703695,-13.462564,-9.658047,-13.795615,-15.701937,-15.561591,-18.734324,-20.988983,-24.482733,-19.487894,-25.846107,-28.667698,-28.356182,-28.818851,-29.666363,-29.660143,-31.04477,-34.54036,-36.863766,-38.180344,-45.085815,-43.622627,-44.42267,-47.540436,-50.99238,-56.3713,-57.523888,-58.020287,-62.90177,-67.32257,-68.81366,-74.85101,-77.156235,-80.0,-80.0,-80.0,-80.0,-80.0,-262.90942,238.85526,-52.582012,4.356151,-6.285261,-19.266895,-11.626181,-23.726166,-9.778104,-9.740681,-8.523808,-11.057077,-9.209532,25.704,0
-27.883198,-17.61644,-15.541363,-14.933062,-10.371351,-10.265686,-15.010139,-13.754185,-20.39279,-21.014048,-19.590015,-25.753563,-27.918339,-27.76135,-29.667719,-25.475075,-28.213032,-31.454975,-31.775394,-36.97972,-36.446106,-35.622166,-41.700207,-45.464073,-47.085983,-48.69483,-50.52202,-52.894493,-53.74141,-59.919464,-64.05788,-67.96151,-71.38112,-74.10547,-75.49845,-80.0,-80.0,-80.0,-80.0,-80.0,-266.5118,234.87695,-54.134144,4.089666,-8.01591,-23.198025,-14.034597,-27.891163,-14.125837,-12.213753,-14.35516,-8.338953,-9.603224,25.731,0
-24.97467,-15.479384,-16.415775,-19.28971,-16.760887,-11.482232,-11.12558,-13.685597,-21.465284,-22.429813,-24.388962,-23.336584,-25.255821,-24.393206,-26.963667,-30.105904,-32.236534,-32.832912,-33.246536,-36.44141,-38.547333,-37.745865,-44.54956,-47.944057,-44.43023,-47.425495,-49.51744,-53.073143,-54.518616,-58.764587,-62.91867,-67.89256,-72.07443,-76.01344,-79.09316,-80.0,-80.0,-80.0,-80.0,-80.0,-271.59937,233.41104,-52.80704,3.0343666,-14.116052,-23.717997,-6.065379,-27.018963,-12.35956,-10.8954525,-11.783285,-0.5637808,-0.14308882,25.758,0
-22.837454,-16.42953,-18.262077,-14.597142,-12.695276,-10.81333,-10.983252,-18.14818,-21.527155,-18.983166,-20.981136,-25.669037,-24.793299,-27.08078,-25.993341,-22.91718,-27.191887,-29.968954,-34.398968,-41.078896,-36.11873,-37.19075,-40.931313,-43.515663,-44.014435,-46.61596,-51.17813,-55.591354,-57.529076,-59.363556,-62.511642,-70.52005,-71.445724,-77.30216,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-263.6403,241.5586,-53.999283,4.356164,-5.053897,-22.287472,-5.025269,-23.260742,-17.066507,-12.260083,-3.2266097,-1.0824009,-11.92886,25.785,0
-27.225163,-13.163561,-10.345669,-16.12093,-12.773503,-11.111397,-13.965648,-14.830275,-18.692627,-20.351936,-19.58656,-25.420088,-29.534187,-27.254446,-27.740658,-27.890339,-31.883001,-36.391716,-35.15294,-35.91468,-37.463932,-35.425087,-40.412308,-44.55716,-46.497025,-48.0224,-49.217674,-50.132225,-56.245697,-59.436096,-61.27008,-66.14194,-69.51177,-75.11941,-79.88636,-80.0,-80.0,-80.0,-80.0,-80.0,-265.45633,234.61862,-49.09591,12.353178,-11.238895,-25.633907,-10.800501,-23.043457,-9.200218,-15.227914,-11.067886,-4.210649,-9.828134,25.812,0
-22.222872,-13.920009,-15.500057,-8.210652,-6.1121426,-4.790389,-15.646859,-14.868889,-19.637989,-23.266548,-20.721968,-20.760744,-25.243687,-24.36042,-26.151527,-25.169838,-27.594753,-30.780512,-33.95706,-36.49035,-36.99282,-37.5726,-39.732468,-44.110283,-47.503643,-49.65522,-49.166267,-53.38713,-56.04203,-57.582817,-62.18769,-67.63526,-69.90138,-73.45499,-77.30024,-80.0,-80.0,-80.0,-80.0,-80.0,-254.48438,244.82101,-50.23355,6.1254234,-8.6171665,-18.978104,-10.862818,-28.151428,-16.757126,-19.851128,-14.13646,-5.8691688,-10.710117,25.839,0
-26.470762,-15.218534,-16.980907,-10.174884,-11.880273,-9.705128,-14.24411,-13.884447,-17.06872,-19.069286,-16.282946,-24.476032,-27.67056,-24.52611,-22.246304,-26.113935,-29.876556,-32.034042,-36.315636,-32.495125,-34.94883,-36.066612,-39.8581,-43.72142,-47.365585,-49.69419,-49.296143,-51.61296,-54.015366,-59.22973,-61.9813,-66.07675,-69.86468,-76.2776,-78.95204,-80.0,-80.0,-80.0,-80.0,-80.0,-256.3491,241.60141,-56.39692,2.2849674,-14.078474,-26.536697,-12.199905,-26.388214,-9.622351,-17.117226,-14.723911,-1.4022752,-10.394522,25.866,0
-25.098415,-23.24221,-18.840508,-16.991877,-12.173828,-10.987869,-11.53671,-14.164812,-14.6094675,-16.711075,-20.660324,-22.785915,-23.846203,-25.038546,-23.71559,-27.858536,-30.123785,-33.38037,-31.961773,-37.584274,-37.292973,-35.23967,-40.739132,-43.23961,-45.44921,-48.0748,-47.82611,-51.608826,-56.141068,-59.54689,-63.22368,-66.59158,-68.95683,-75.67333,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-258.34518,239.07031,-57.906975,-0.39974305,-18.3801,-29.307034,-9.01369,-21.617334,-10.7087345,-11.733088,-6.4900165,-1.2767605,-4.264089,25.893,0
-24.201069,-17.956623,-21.243279,-11.570765,-7.90975,-8.215068,-13.676491,-14.426965,-14.190441,-18.947285,-22.773577,-27.718927,-26.70267,-23.611048,-22.00055,-25.512108,-32.37617,-33.54407,-33.228306,-33.94126,-33.470318,-34.026245,-40.13356,-46.0559,-46.22577,-48.28601,-47.80715,-50.38184,-55.234734,-61.93705,-65.37494,-70.38204,-71.93553,-75.0463,-79.99906,-80.0,-80.0,-80.0,-80.0,-80.0,-262.4507,240.81122,-57.39537,3.6372666,-6.212892,-30.844091,-13.493562,-27.622784,-17.943874,-14.235563,-16.072014,0.34854952,2.5201406,25.92,0
-25.366875,-12.906214,-16.019842,-16.268171,-11.003606,-8.195208,-13.156431,-19.07376,-15.5926285,-16.274456,-18.807852,-23.94094,-25.161732,-26.092146,-24.545513,-26.452116,-28.266056,-32.52186,-34.54683,-34.44844,-38.185806,-37.32003,-37.196877,-44.653122,-47.950645,-49.07914,-49.205463,-52.545593,-56.78913,-61.09977,-65.68478,-73.483864,-74.141716,-77.64669,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-265.55597,246.57346,-55.13567,-2.1520784,-8.120846,-32.663307,-7.501089,-22.67825,-14.30825,-8.457541,-13.876408,-3.3683238,-11.537621,25.947,0
-21.215647,-13.934116,-15.061189,-15.8067875,-8.506632,-10.032692,-12.204704,-16.901457,-18.895416,-19.955574,-17.398512,-19.831608,-21.83448,-23.80094,-24.37119,-26.797426,-34.45095,-27.527004,-29.722607,-30.377224,-34.06958,-34.544262,-39.439804,-44.048447,-48.129883,-50.169273,-51.385025,-53.804184,-59.371567,-61.912933,-65.86026,-69.38621,-76.50332,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-257.88907,252.92459,-57.476784,-4.0777974,-0.64047277,-27.340246,-10.135628,-17.031796,-6.0927215,-14.385172,-22.725489,-5.080454,-1.1838524,25.974,0
-23.22958,-15.31683,-21.069828,-10.548496,-9.04712,-11.13644,-14.092447,-16.143688,-16.512342,-19.118511,-29.255764,-23.32465,-23.131124,-23.691044,-20.489809,-25.32956,-28.224308,-28.968246,-27.75115,-33.07527,-32.03235,-33.051872,-39.289265,-45.695847,-47.380287,-50.363945,-49.888084,-54.17112,-55.699318,-59.508278,-63.33425,-69.532524,-71.40355,-75.116135,-78.75949,-80.0,-80.0,-80.0,-80.0,-80.0,-256.4579,242.19583,-63.866096,-1.4086821,1.6691366,-16.440853,-13.832615,-28.812557,-12.647472,-15.625385,-13.338211,3.032469,0.47642547,26.001,0
-25.402819,-13.899874,-15.046337,-13.845364,-12.723854,-10.914655,-12.8568,-19.713217,-19.7234,-23.233067,-24.848198,-22.901533,-28.406944,-24.63127,-20.700022,-24.279081,-30.165682,-27.83176,-32.458725,-36.742477,-32.35061,-34.598988,-40.927265,-43.23954,-46.066124,-46.44246,-50.086082,-53.939423,-59.71032,-65.3941,-66.91194,-71.32229,-71.71943,-75.39079,-79.24918,-80.0,-80.0,-80.0,-80.0,-80.0,-265.09933,243.51102,-58.34849,1.7876413,6.7459583,-22.626343,-9.256664,-21.594784,-23.248146,-14.922976,-10.091484,-5.429201,-2.3036346,26.028,0
-22.300009,-15.632111,-16.930344,-11.070698,-12.680574,-9.480566,-16.759338,-19.2102,-18.009724,-19.702385,-20.826855,-24.813534,-21.968073,-24.627201,-26.53844,-27.347973,-30.931631,-31.83134,-29.588612,-34.271515,-34.256134,-38.891335,-42.090054,-44.395542,-46.24061,-50.285942,-53.48307,-56.151627,-58.534492,-59.990326,-66.392914,-68.61507,-69.22263,-73.69258,-77.48478,-80.0,-80.0,-80.0,-80.0,-80.0,-264.542,241.66763,-54.873722,-2.8977537,-2.6748807,-17.233747,-10.549894,-17.101917,-9.984396,-15.279714,-15.002432,-12.950823,-8.85132,26.055,0
-21.64954,-13.073314,-12.687607,-8.465678,-11.940084,-12.473877,-19.077877,-19.110376,-21.654928,-23.286179,-24.662613,-26.065649,-26.95938,-24.991966,-29.675901,-26.430307,-28.808231,-30.385576,-33.103966,-40.36123,-38.403297,-38.075638,-39.044147,-46.417778,-48.70987,-49.77736,-51.627632,-51.56585,-54.179398,-58.54287,-61.99659,-63.74257,-67.05586,-71.4673,-74.80385,-80.0,-80.0,-80.0,-80.0,-80.0,-263.4421,233.13919,-43.343025,15.292116,-4.606637,-6.794281,-8.170519,-23.912928,-12.850323,-18.200115,-10.7762375,-8.641081,-11.963577,26.082,0
-28.286503,-14.395292,-14.823022,-12.548729,-8.326708,-8.170117,-12.545849,-15.756775,-20.038399,-19.816273,-17.778757,-20.22956,-23.86303,-22.047588,-23.61142,-28.243338,-32.061733,-30.334831,-33.841278,-36.418137,-34.916542,-35.516678,-40.73886,-44.303093,-45.739105,-47.21776,-48.77517,-50.758198,-53.18837,-59.476227,-63.731552,-64.91768,-67.764694,-72.38756,-75.35861,-80.0,-80.0,-80.0,-80.0,-80.0,-250.32986,240.9121,-54.563324,3.2101462,-17.473827,-22.6964,-8.128733,-21.153591,-15.70068,-20.376383,-17.00273,-9.366522,-2.8750932,26.109,0
-26.807495,-17.709084,-17.387108,-11.852047,-10.951704,-13.254013,-14.851137,-15.818649,-20.314148,-20.449541,-21.906015,-25.674503,-23.75587,-26.85746,-23.403524,-27.138752,-30.620207,-33.0427,-33.547142,-37.269142,-36.923843,-35.876717,-39.625526,-45.477844,-47.95568,-45.587868,-46.652405,-50.916096,-52.780846,-58.682808,-61.078506,-63.81463,-66.20483,-71.9185,-76.677765,-80.0,-80.0,-80.0,-80.0,-80.0,-257.33316,230.6914,-55.07793,8.6224785,-16.201498,-17.663109,-8.574739,-24.835773,-11.444538,-16.00469,-10.820482,-6.2263746,-4.790743,26.136,0
-31.409863,-18.209494,-14.90448,-10.143141,-13.516655,-16.870104,-13.1957035,-17.135073,-16.622936,-23.361515,-21.255014,-23.689962,-26.653465,-30.006407,-25.277428,-30.20226,-29.848465,-28.905464,-31.525967,-35.182747,-34.835663,-34.59939,-39.193237,-43.082417,-44.0717,-45.274147,-47.5496,-49.212463,-53.98604,-56.903717,-61.139404,-64.27101,-65.555275,-70.7333,-73.59436,-80.0,-80.0,-80.0,-80.0,-80.0,-254.6613,224.19989,-59.974083,13.7400055,-12.243752,-21.2356,-15.835774,-23.88313,-9.636845,-11.15376,-9.810092,-12.991484,-9.341146,26.163,0
-26.880482,-15.679615,-18.840624,-6.1994514,-8.068401,-8.8153305,-11.773024,-13.38821,-18.004267,-17.210846,-18.995369,-22.654396,-22.89352,-22.918959,-22.02087,-27.227625,-29.740662,-31.567347,-30.750185,-35.072544,-37.507034,-36.65162,-37.953163,-43.50226,-47.03904,-47.416557,-48.040413,-48.997543,-52.905106,-58.825256,-61.17112,-64.427956,-67.60307,-73.61031,-77.75333,-80.0,-80.0,-80.0,-80.0,-80.0,-246.86943,242.32196,-55.64432,4.3557405,-18.504423,-22.14904,-9.36324,-26.90282,-13.070126,-16.685238,-11.791145,-3.6642604,-3.4328616,26.19,0
-24.795992,-15.939747,-15.18074,-9.494437,-7.310278,-6.976468,-12.873693,-15.089387,-21.682844,-22.319027,-24.071648,-25.733685,-25.21719,-26.742073,-21.389278,-23.383545,-30.792566,-29.021866,-29.991602,-36.747932,-38.21181,-36.481262,-38.929703,-42.1765,-47.680664,-47.26499,-47.100662,-49.00197,-55.400864,-60.741173,-61.14122,-62.53784,-66.68438,-70.368095,-73.17478,-80.0,-80.0,-80.0,-80.0,-80.0,-249.7658,235.67319,-51.12585,12.651639,-9.929935,-15.30159,-15.451291,-30.587547,-23.569988,-19.69372,-8.406035,-10.36635,-6.602251,26.217,0
-22.601246,-17.605139,-16.269638,-10.08844,-5.717499,-3.6796799,-13.393833,-14.248709,-21.126259,-17.874052,-19.468966,-23.780453,-23.569939,-22.704922,-22.436733,-22.244862,-28.673676,-33.32321,-31.952433,-36.453438,-35.85341,-36.33593,-37.995754,-43.562607,-44.914757,-43.875313,-46.378944,-48.303818,-53.441727,-57.5355,-57.428856,-59.448982,-63.823616,-72.101326,-76.16102,-80.0,-80.0,-80.0,-80.0,-80.0,-240.22719,236.6519,-55.620262,11.65317,-21.19786,-17.51709,-10.302725,-28.965687,-17.559622,-23.66624,-9.076275,-7.5617905,-4.5471406,26.244,0
-24.63495,-16.655552,-12.901894,-10.670237,-9.464371,-5.286133,-8.774401,-15.226143,-18.675255,-19.18403,-23.618784,-25.293999,-28.287645,-28.146473,-21.741644,-21.280964,-27.532873,-28.67762,-29.567947,-34.351414,-35.518112,-34.92459,-35.30255,-41.647728,-44.776493,-41.186966,-42.91443,-48.7026,-56.95043,-59.50827,-59.866905,-58.87642,-63.841988,-75.095,-79.38667,-80.0,-80.0,-80.0,-80.0,-80.0,-239.97168,238.54936,-60.178375,16.355312,-7.720803,-21.584095,-16.011951,-31.424051,-19.670572,-17.25214,-1.8806204,-10.011444,-8.791272,26.271,0
-28.464596,-13.029621,-14.561626,-14.493088,-7.046177,-6.52229,-10.394499,-13.358233,-16.383923,-14.662074,-20.20854,-25.706411,-28.562698,-25.968616,-21.095423,-19.981396,-27.637178,-26.656292,-30.833252,-37.378273,-34.191944,-34.257607,-37.36908,-40.748833,-42.219887,-42.000957,-45.08423,-50.235565,-55.393646,-58.956696,-59.48043,-59.58519,-63.989952,-74.92287,-78.594505,-80.0,-80.0,-80.0,-80.0,-80.0,-239.78464,238.05705,-62.057335,11.12224,-16.849651,-25.282566,-13.56262,-29.99604,-18.268145,-17.12107,1.2170098,-6.7826767,-12.659599,26.298,0
-28.288036,-18.909266,-18.614216,-14.252229,-10.175307,-7.8237505,-12.077982,-15.151354,-19.172604,-16.618023,-25.794922,-26.119917,-23.465801,-22.98729,-20.2999,-21.030148,-25.155048,-27.67731,-30.500576,-35.926224,-36.14917,-33.11589,-39.813755,-40.11342,-43.013138,-42.835648,-44.780342,-51.026962,-54.435707,-59.631744,-59.338264,-56.95108,-64.098015,-74.6199,-76.60935,-80.0,-80.0,-80.0,-80.0,-80.0,-244.34926,230.02728,-69.50499,6.7587786,-13.998272,-17.787598,-12.28612,-34.692318,-24.758116,-21.50723,0.4084232,-4.3561525,-7.777774,26.325,0
-30.373009,-19.056389,-14.376278,-14.023865,-13.609694,-9.415382,-13.784343,-20.770859,-20.499313,-19.92303,-23.192802,-27.479694,-23.110172,-27.475893,-25.341427,-23.718357,-25.68594,-27.519482,-30.668545,-34.775093,-37.798286,-37.688408,-36.621246,-40.632874,-42.391453,-42.4571,-45.911835,-51.98613,-54.836937,-57.35576,-56.771347,-58.96113,-66.8736,-73.801895,-78.60436,-80.0,-80.0,-80.0,-80.0,-80.0,-249.59169,226.38669,-65.7296,13.75669,-9.970485,-14.178878,-8.322963,-29.666096,-15.669256,-17.599945,-1.3794644,-9.893448,-15.945896,26.352,0
-30.329082,-19.057318,-12.051199,-9.020147,-14.781968,-12.398268,-13.661351,-14.311085,-16.418034,-17.222242,-25.929596,-25.353413,-25.4846,-24.153751,-26.579502,-26.756615,-30.34333,-29.874176,-30.143639,-38.04808,-37.756004,-34.486755,-38.07197,-39.965,-42.47732,-43.402126,-45.655792,-51.211296,-56.956238,-57.70968,-60.69996,-63.311806,-71.26943,-77.11617,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-255.11923,233.47433,-62.05323,12.302221,-10.486088,-29.203081,-8.612276,-26.132446,-16.821918,-15.498921,-5.451352,-6.585593,-15.532522,26.379,0
-30.637968,-19.693895,-14.468561,-8.902432,-10.941507,-9.980496,-14.598132,-16.748774,-21.733088,-22.268717,-24.778145,-24.436249,-24.2611,-22.050077,-20.148573,-22.733288,-29.532755,-30.572643,-34.65756,-39.308624,-36.632034,-34.89642,-37.63137,-39.63282,-45.09568,-44.99173,-46.08033,-49.419243,-55.537445,-60.1008,-62.847015,-66.51883,-71.85298,-78.07079,-78.40676,-80.0,-80.0,-80.0,-80.0,-80.0,-255.94032,237.39507,-62.759777,6.6845646,-8.78647,-24.816307,-1.6234819,-27.87147,-27.232294,-22.598255,-11.426231,-1.350601,-8.90217,26.406,0
-32.451027,-19.181967,-12.208043,-7.741028,-11.750684,-11.824345,-12.716242,-15.21861,-20.401114,-21.016567,-22.863628,-23.50584,-24.061901,-24.653492,-21.824593,-21.92621,-30.48233,-33.08011,-30.150599,-36.600327,-36.57258,-36.182724,-41.120262,-42.375076,-44.483147,-44.07438,-46.852226,-54.17334,-59.00202,-60.785103,-62.375443,-65.48634,-70.69038,-76.5434,-78.71845,-80.0,-80.0,-80.0,-80.0,-80.0,-257.44083,240.08957,-59.26761,2.6063,-9.404488,-24.414845,-7.2012095,-26.399075,-25.267351,-23.346664,-12.181786,-10.8001175,-11.540319,26.433,0
-27.743618,-21.218634,-16.955345,-10.297217,-11.528319,-9.154332,-12.280798,-15.059448,-20.276308,-17.506353,-25.35625,-23.39315,-28.676497,-27.728954,-25.624352,-25.84731,-28.40424,-31.663813,-32.335438,-38.16243,-38.24568,-36.148514,-38.607132,-42.008224,-47.235985,-47.083023,-49.892662,-52.631546,-56.495796,-59.021797,-61.144714,-66.39546,-70.26516,-72.09253,-77.38569,-80.0,-80.0,-80.0,-80.0,-80.0,-260.38687,235.05164,-55.34114,7.2992854,-8.605094,-21.97699,-13.326179,-27.452732,-17.927399,-17.043636,-6.2295475,-4.627663,-12.360072,26.46,0
-26.924948,-15.998861,-12.698313,-5.857642,-12.62653,-15.302368,-19.662024,-16.413483,-19.037323,-17.77055,-25.171444,-25.53731,-24.623568,-22.94376,-22.527273,-23.680197,-28.81514,-33.0964,-32.22618,-35.7534,-37.380623,-37.124054,-38.57287,-42.406815,-47.336143,-46.249424,-48.734573,-53.740044,-56.415627,-60.30803,-63.921997,-65.55264,-71.01147,-75.074005,-77.08726,-80.0,-80.0,-80.0,-80.0,-80.0,-261.73605,234.75743,-61.542816,0.75757575,-6.8815765,-18.586895,-6.384899,-24.41655,-20.421404,-21.273241,-13.69861,-8.813279,-15.449854,26.487,0
-22.883146,-15.572538,-17.719662,-10.259697,-10.587179,-9.060226,-15.564419,-14.652738,-20.95666,-20.359224,-26.537209,-25.393188,-25.846298,-23.265934,-21.959848,-25.355501,-29.862133,-28.703629,-31.533468,-36.19874,-36.21031,-38.39106,-39.73484,-41.526688,-46.86686,-47.505493,-49.18821,-52.831894,-56.11419,-57.535805,-61.57209,-62.24462,-68.61869,-74.36203,-77.56502,-80.0,-80.0,-80.0,-80.0,-80.0,-254.37851,237.81616,-54.7463,9.339881,-6.368504,-13.61347,-8.952177,-27.91549,-15.1051655,-17.042473,-5.253312,-2.661449,-8.080323,26.514,0
-25.435175,-19.254301,-15.327363,-7.836521,-7.473982,-9.683081,-12.965153,-17.667381,-19.213682,-19.25299,-22.609066,-25.209759,-24.403145,-23.759357,-22.593424,-22.486006,-27.45361,-32.326683,-33.958164,-34.7022,-37.064598,-37.182915,-38.60524,-42.090965,-47.13091,-46.55586,-46.557022,-51.474205,-54.03218,-56.16575,-63.28208,-63.185783,-69.21649,-74.824585,-77.91641,-80.0,-80.0,-80.0,-80.0,-80.0,-249.07991,240.75,-58.02816,6.9881315,-12.183443,-20.264423,-8.425047,-31.588037,-20.603117,-21.710983,-12.889769,-5.0861692,-11.766436,26.541,0
-29.104227,-18.962017,-10.795726,-9.301935,-14.927818,-13.619955,-17.573305,-16.433163,-19.11234,-18.229511,-23.445555,-25.248308,-25.24416,-27.332912,-22.21548,-22.822319,-29.559069,-31.476696,-32.456024,-33.709965,-34.840546,-35.616814,-38.264763,-44.840836,-46.198765,-46.619804,-48.134262,-51.14921,-55.399727,-59.68038,-60.219765,-63.361206,-67.77973,-72.83563,-77.14688,-80.0,-80.0,-80.0,-80.0,-80.0,-256.53653,232.15909,-58.13196,7.7928076,-9.725523,-15.52001,-9.488619,-22.866367,-9.082022,-15.773712,-9.174061,-6.591033,-9.050821,26.568,0
-19.629627,-11.394627,-12.400072,-6.259019,-11.246069,-12.200934,-18.463442,-21.30269,-18.329262,-14.869524,-22.82782,-26.957523,-24.81592,-27.787039,-25.947926,-28.573444,-31.565502,-33.383194,-31.114285,-35.908188,-36.76021,-36.21978,-42.04998,-44.20234,-46.811455,-46.457565,-46.789177,-49.371525,-52.925484,-55.115776,-59.911003,-63.060204,-66.64326,-71.35721,-76.404045,-80.0,-80.0,-80.0,-80.0,-80.0,-254.18365,232.82419,-46.887894,21.296837,-9.234282,-10.553235,-4.561697,-22.699049,-6.1297073,-16.990881,-17.745844,-14.18907,-13.63648,26.595,0
-27.150784,-16.022007,-14.790518,-11.290962,-9.803941,-10.83234,-17.54702,-21.529816,-19.04532,-20.30285,-23.030418,-30.581371,-30.022236,-26.329567,-23.361782,-27.107056,-29.24973,-30.72831,-31.151417,-36.476624,-35.455368,-35.126312,-39.527412,-43.53991,-47.5709,-46.105103,-47.767868,-50.268707,-54.338013,-55.775414,-60.242302,-59.085754,-66.52108,-72.20499,-77.675476,-80.0,-80.0,-80.0,-80.0,-80.0,-254.60707,229.33902,-53.49617,18.098442,-7.000126,-10.120287,-10.665327,-28.869394,-11.595097,-18.327126,-7.696473,-7.2398567,-11.542704,26.622,0
-25.366337,-18.041843,-18.928942,-8.028362,-9.584834,-11.220931,-15.772471,-16.915642,-23.351799,-23.29272,-26.230043,-24.095966,-25.132662,-24.94849,-24.061695,-26.01616,-31.015882,-25.479193,-31.367634,-36.142136,-36.25202,-36.827774,-39.461304,-43.030754,-45.368828,-43.63417,-47.331646,-52.47136,-53.893723,-57.22944,-57.84012,-62.209396,-65.63559,-70.153076,-75.49985,-80.0,-80.0,-80.0,-80.0,-80.0,-251.1025,228.94096,-57.20768,13.1576185,-10.163734,-10.775027,-10.242756,-25.988356,-15.701447,-20.646847,-7.8265805,-9.2141,-4.3227634,26.649,0
-27.190195,-22.073566,-13.293086,-6.7448273,-7.569912,-11.339448,-17.246706,-16.157473,-18.557304,-25.499775,-31.213326,-27.414759,-23.696545,-23.131706,-22.802782,-27.947836,-29.782711,-27.415207,-32.79038,-39.400536,-35.82242,-35.132698,-38.74292,-43.187347,-46.504112,-45.42211,-47.096664,-50.45961,-55.165306,-55.790245,-59.30298,-62.843674,-67.35567,-73.055885,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-256.27963,229.338,-56.85914,14.969561,-8.382542,-13.838691,-9.2179165,-32.936264,-21.735584,-25.076464,-9.6950245,-2.0146606,-4.3475,26.676,0
-28.233513,-17.602102,-20.16472,-14.007521,-10.532965,-12.1196165,-15.534158,-16.577984,-20.263975,-19.494856,-25.76904,-26.240929,-24.83187,-25.192972,-22.549587,-24.704748,-29.95655,-29.948555,-33.971054,-36.51774,-37.07808,-36.035515,-40.01734,-44.256668,-44.7987,-49.38261,-48.667473,-52.079453,-54.888824,-56.8834,-60.849335,-65.78462,-67.66407,-72.472626,-78.29155,-80.0,-80.0,-80.0,-80.0,-80.0,-260.50195,231.08589,-57.365013,6.3303633,-11.204313,-16.491096,-10.151941,-27.540695,-14.090895,-17.658817,-7.9608364,-1.1265593,-5.6861477,26.703,0
