Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,timestamp,class_id
-69.611244,-55.26382,-46.998566,-50.952587,-49.42986,-44.692814,-47.318554,-51.915676,-55.230305,-53.667393,-51.82192,-55.889217,-53.4263,-48.21858,-47.14192,-47.725906,-48.073856,-48.746647,-50.717472,-55.577194,-58.59256,-62.643864,-56.764565,-55.41385,-54.69206,-59.146473,-62.937756,-63.87852,-64.77963,-66.5156,-68.19361,-68.56586,-67.83858,-67.516304,-67.50202,-69.70786,-71.79867,-80.0,-80.0,-80.0,-559.1783,80.333496,-46.674538,-7.2579265,-11.398661,2.6053998,-15.098673,-15.253765,-33.559258,-6.4068227,0.31891,-11.403112,-9.613918,0.27,2
-62.388683,-54.43688,-48.593315,-48.73715,-41.764324,-40.993782,-41.180733,-44.762264,-45.623516,-42.897274,-43.026535,-44.785717,-42.552814,-45.85653,-48.92044,-48.39612,-51.171684,-53.77994,-52.92983,-54.76753,-58.525444,-57.277515,-56.61047,-58.143883,-62.478565,-61.47575,-59.095448,-61.052387,-64.6887,-65.81472,-63.567165,-63.199528,-64.555145,-65.2187,-67.077034,-67.35109,-68.49302,-80.0,-80.0,-80.0,-533.5409,96.58327,-33.525726,-14.992331,-36.08287,-3.479256,-19.476528,-4.3770027,-18.600609,-10.778114,-11.401663,-8.23252,-1.4655576,0.297,2
-60.26681,-52.45865,-49.3026,-45.886414,-45.281754,-42.106735,-41.663128,-45.153133,-45.62569,-42.796566,-40.480278,-38.65627,-39.851925,-41.316006,-43.90295,-42.773354,-40.709858,-43.15768,-47.326267,-51.955242,-50.888214,-50.211327,-49.891777,-52.32462,-56.701565,-58.077587,-58.70014,-56.938965,-56.100224,-57.972683,-59.571888,-61.556812,-61.133884,-64.633354,-65.23128,-65.77062,-68.89758,-80.0,-80.0,-80.0,-497.12936,94.11769,-60.210724,-10.793268,-31.44176,7.993047,-14.100287,-3.7744453,-12.550837,-10.725508,-10.68366,-5.2962713,-9.907603,0.324,2
-59.066242,-55.66608,-45.730114,-37.883427,-35.46034,-46.19171,-45.42922,-44.848232,-42.68512,-44.072453,-43.795826,-43.11205,-44.452923,-41.63777,-43.753017,-46.217342,-47.25881,-47.756855,-50.2739,-52.059063,-52.40734,-56.700443,-55.719696,-54.856937,-55.083958,-57.84814,-58.2087,-58.117413,-56.112446,-58.968178,-58.89037,-60.800735,-62.802162,-63.272964,-65.65449,-67.23435,-71.084435,-80.0,-80.0,-80.0,-506.14664,99.03857,-43.603867,0.44423395,-32.987656,6.4098496,-13.417386,-10.254395,-16.149002,-12.404109,-10.574994,-10.318452,-7.128101,0.351,2
-59.93656,-49.454983,-46.900665,-44.797104,-40.42586,-40.43564,-40.5093,-41.435894,-48.91364,-43.93451,-44.063824,-42.869534,-39.593395,-40.361515,-41.524193,-44.029884,-47.131187,-47.046158,-44.881153,-46.634666,-45.035286,-48.548626,-48.408096,-55.99571,-56.83229,-56.666477,-57.873928,-58.028545,-57.977715,-58.227215,-59.905083,-60.29354,-60.42348,-61.62312,-61.250813,-64.318115,-68.90835,-80.0,-80.0,-80.0,-490.65036,95.05069,-55.737137,-4.977659,-25.246857,9.204757,-25.855003,-3.6340756,-15.924871,-16.476635,-15.520006,-0.7326998,8.8166485,0.378,2
-58.455563,-45.301247,-43.690342,-38.770523,-38.40892,-38.85805,-39.21706,-40.272503,-40.25369,-35.76183,-39.606033,-37.767998,-33.98987,-39.614353,-39.385223,-42.65985,-38.722275,-41.75475,-45.282875,-46.344086,-45.21356,-46.70698,-49.013412,-48.51147,-51.442776,-52.900085,-56.197205,-57.06454,-55.960453,-56.088512,-57.35475,-57.88818,-57.07349,-58.526016,-57.95767,-58.931137,-64.87335,-80.0,-80.0,-80.0,-457.77255,101.323845,-56.951237,-6.26987,-33.154476,9.168358,-26.213177,5.018014,-19.400816,-10.059824,-11.483795,-9.362975,-6.71299,0.405,2
-54.339867,-52.83496,-42.625267,-42.272236,-42.33428,-36.930428,-38.21195,-41.642757,-43.44412,-43.36661,-38.323868,-36.9763,-38.310635,-40.4737,-43.99885,-40.623528,-38.796654,-42.20953,-44.297985,-46.22488,-48.17451,-48.776783,-49.48891,-50.02326,-50.88339,-51.038376,-51.70033,-51.94465,-54.492077,-55.738174,-55.461647,-55.03246,-55.425137,-57.406517,-59.426994,-62.02923,-68.03848,-80.0,-80.0,-80.0,-462.91885,91.81157,-61.87831,2.266567,-39.236427,10.492456,-22.331974,-3.4554908,-16.83411,-6.3045697,-6.0701046,-13.136177,1.3773308,0.432,2
-57.230644,-52.1229,-40.337337,-36.831787,-35.899513,-40.178593,-37.35715,-39.028843,-38.73929,-37.66155,-42.951492,-39.171337,-38.243603,-36.74857,-40.34912,-42.047417,-38.271797,-39.106766,-41.105118,-45.044468,-46.217194,-49.706573,-47.996475,-46.539623,-48.186573,-53.329876,-55.300503,-55.151325,-54.991085,-58.48776,-57.274036,-55.943275,-55.23294,-57.714516,-55.65082,-52.709328,-56.73144,-76.79505,-80.0,-80.0,-450.59293,94.97536,-53.45388,-6.215439,-30.232988,9.539331,-34.29291,2.9261374,-29.62841,-1.7390397,-8.879167,-6.802647,-8.248449,0.459,2
-51.54536,-41.963448,-37.23686,-34.17871,-33.860718,-37.686207,-40.401623,-41.13877,-38.77115,-37.409466,-39.86186,-36.297096,-35.025455,-41.55269,-40.435375,-38.936005,-38.2108,-40.4168,-43.511696,-38.746326,-41.200783,-44.00447,-47.527332,-46.18795,-48.076496,-49.21773,-52.255928,-55.07846,-55.281326,-59.148895,-58.82233,-59.381447,-59.101322,-59.680286,-61.369114,-63.50801,-67.59868,-80.0,-80.0,-80.0,-446.67474,115.61535,-62.15182,6.7029014,-17.24782,6.287861,-21.486572,3.2617505,-16.66539,-8.450909,-12.713879,-15.838249,-5.101861,0.486,2
-54.819447,-47.74999,-40.389378,-38.58951,-40.07829,-41.993816,-35.934315,-34.100403,-36.64043,-38.536495,-41.66097,-39.287083,-38.855537,-37.389923,-39.622375,-42.05341,-40.775105,-43.823563,-44.537434,-44.703682,-46.63474,-46.93353,-44.597332,-48.441467,-52.798725,-53.81332,-52.323532,-54.41238,-55.928997,-55.367023,-55.125957,-55.778008,-54.952374,-56.18505,-57.752125,-58.37934,-61.25268,-80.0,-80.0,-80.0,-450.186,99.22113,-52.006485,0.28339064,-35.21683,9.16778,-30.832043,4.235173,-17.958822,-4.9072213,-4.7838445,-2.0498376,-2.9118059,0.513,2
-48.355,-40.770077,-38.3613,-42.656105,-35.180977,-39.11861,-38.72594,-36.675148,-39.456047,-42.72501,-37.3032,-37.967297,-38.74462,-31.53741,-30.419407,-37.382214,-39.72618,-42.33141,-43.435326,-42.57814,-42.939873,-45.582867,-44.284912,-43.2751,-42.283695,-46.039143,-47.543266,-50.225666,-51.6216,-52.909508,-53.370323,-50.43883,-53.641697,-52.849873,-55.731155,-56.524616,-62.37807,-80.0,-80.0,-80.0,-425.25134,95.399475,-63.550056,15.593674,-30.415398,18.570545,-15.703724,9.905006,-26.53149,-7.656871,1.0721848,-0.92690974,3.5743728,0.54,2
-45.854607,-37.77879,-33.50404,-32.025566,-31.125477,-33.185688,-33.29773,-33.470047,-37.285217,-34.358982,-33.730312,-27.501953,-27.009026,-26.07455,-27.417023,-33.17891,-32.00194,-33.751907,-40.45507,-41.567493,-41.17688,-44.64729,-43.014503,-44.188812,-46.441963,-48.255882,-45.767063,-43.775043,-47.292976,-48.490757,-50.59464,-52.601345,-53.286682,-53.020058,-52.352345,-53.20567,-56.72084,-67.9651,-80.0,-80.0,-384.97226,113.53672,-61.02518,0.63089395,-42.042847,24.1805,-13.513212,2.8121617,-32.748127,-6.9017687,-20.999386,-0.6335257,-3.400486,0.567,2
-51.034866,-43.53263,-41.572414,-33.931988,-32.20066,-41.408115,-36.643757,-36.547638,-38.337765,-35.461117,-34.591827,-38.288155,-33.38311,-31.0472,-31.767574,-34.68418,-35.55226,-31.995178,-32.909737,-41.012066,-39.502945,-41.798977,-38.83905,-42.994244,-47.468464,-47.96036,-44.948788,-48.737896,-50.444622,-50.70177,-52.839928,-53.590855,-53.89383,-53.378044,-54.008694,-54.653755,-62.42309,-80.0,-80.0,-80.0,-408.5375,100.83047,-77.30512,2.9975762,-29.741194,20.39959,-22.960987,5.2195005,-19.748016,-0.4136652,-9.091603,-5.877577,-1.9246299,0.594,2
-44.828236,-37.006226,-36.39498,-27.842915,-31.633572,-32.26224,-30.062775,-30.931168,-36.77629,-36.836082,-36.502712,-33.996452,-33.567432,-34.777172,-35.902405,-31.434792,-31.019737,-34.512985,-32.951694,-36.66124,-33.927982,-34.579674,-38.417156,-45.186398,-49.35426,-48.61414,-50.177437,-48.853054,-43.854458,-49.26933,-53.128666,-52.737476,-53.27928,-54.262733,-54.220676,-55.682842,-59.16538,-80.0,-80.0,-80.0,-392.0035,114.59822,-68.75374,11.509734,-21.567638,19.369411,-37.39122,-3.3257327,-13.849867,-4.1734757,-17.440254,1.6941096,-2.5750523,0.621,2
-51.35109,-40.920853,-38.272747,-27.071796,-26.593029,-35.136414,-33.82425,-34.243126,-39.288235,-32.93061,-33.070717,-33.463135,-29.585896,-32.195713,-36.367813,-38.625694,-39.763496,-41.98914,-40.241283,-41.78369,-42.29611,-43.110985,-40.060524,-42.486305,-43.827152,-46.319767,-49.62064,-48.31652,-49.213963,-50.72242,-51.26945,-54.294193,-52.560734,-52.823223,-53.15868,-54.689014,-58.833828,-80.0,-80.0,-80.0,-404.80692,108.3096,-58.2938,11.007696,-40.487602,6.6272187,-26.990417,9.395974,-27.569695,-14.432929,-19.457836,-9.671698,-4.2580404,0.648,2
-42.359837,-38.084675,-34.25775,-30.154697,-27.638035,-27.883602,-29.53394,-32.864796,-30.59187,-33.60311,-36.645203,-34.077206,-32.60542,-33.9106,-31.046638,-34.994743,-32.910206,-34.765556,-36.384686,-40.985104,-39.543495,-40.217606,-37.4528,-39.60162,-45.67461,-47.50057,-47.10384,-46.466904,-47.408897,-47.593014,-48.674564,-49.27097,-49.724876,-49.702885,-50.628254,-53.14343,-58.063396,-80.0,-80.0,-80.0,-379.9035,114.19891,-57.909607,19.196117,-35.011364,19.878626,-35.975243,1.3085997,-25.53935,-9.062355,-6.8921847,-1.3894367,-2.473962,0.675,2
-47.00966,-43.840775,-32.61679,-30.486843,-29.901058,-29.147709,-27.830658,-30.393692,-29.76017,-31.03405,-31.125198,-29.255543,-30.430798,-36.166645,-36.235447,-33.74337,-35.564095,-40.247936,-39.28671,-39.661037,-43.009327,-43.994476,-42.39333,-44.905346,-43.938618,-47.49858,-46.767464,-47.156723,-47.930267,-49.426796,-50.492554,-51.71369,-52.983616,-52.95913,-48.464596,-52.568424,-60.20232,-73.34358,-80.0,-80.0,-388.82837,115.56009,-52.69404,6.9048834,-50.19691,3.969677,-33.9739,2.9198768,-24.967688,-0.64071965,-14.8646965,-7.662078,-5.4895988,0.702,2
-47.06086,-37.817024,-35.45141,-28.191402,-29.47377,-34.382915,-33.20816,-26.707024,-25.57996,-27.670994,-31.067532,-27.383331,-25.399418,-25.803974,-26.87563,-30.427502,-29.953358,-32.317772,-36.20631,-36.118492,-39.508915,-40.56463,-40.30057,-40.987247,-44.295715,-41.260384,-42.774124,-44.250057,-45.17618,-47.249935,-49.56504,-50.52692,-53.46015,-55.312084,-52.947895,-54.62387,-61.038696,-80.0,-80.0,-80.0,-368.1947,124.19321,-76.68509,2.2551012,-49.349495,12.207996,-15.152072,3.4121654,-20.886578,0.5852839,-10.051933,-3.7382295,-4.069927,0.729,2
-48.79939,-36.91064,-38.41784,-27.894379,-35.202675,-37.94382,-31.555157,-30.262173,-32.745377,-29.941452,-33.64667,-30.284054,-32.34473,-33.205856,-32.44881,-31.22853,-31.924324,-34.42117,-36.759594,-41.092266,-40.592392,-42.424473,-44.226562,-45.245922,-42.64593,-41.427567,-43.156033,-44.69115,-45.142548,-47.12823,-49.674416,-50.397163,-50.210194,-50.179092,-52.147915,-53.252884,-54.855648,-66.79659,-80.0,-80.0,-381.8612,101.348755,-66.19035,5.843115,-47.009216,15.485407,-22.819004,2.4453785,-26.120266,8.712427,-12.288765,-7.7122965,-7.499112,0.756,2
-45.1264,-40.265587,-37.353992,-28.952732,-26.705189,-24.440681,-25.103075,-26.00666,-25.257221,-28.136467,-29.569836,-26.147068,-22.392494,-22.365288,-27.660706,-31.740215,-28.594646,-32.373997,-36.803585,-37.44108,-39.049465,-39.708412,-37.005802,-40.763767,-43.717716,-45.87389,-42.430458,-40.827755,-44.314266,-43.61603,-46.17121,-43.245594,-46.60759,-43.82485,-47.96772,-51.60146,-56.296116,-80.0,-80.0,-80.0,-348.48593,118.07823,-69.14662,1.7852298,-62.808357,18.079367,-32.24849,3.5000546,-24.685974,-7.9861355,-8.233995,2.0130103,7.280484,0.783,2
-41.015987,-28.92025,-28.18702,-23.87127,-29.047508,-29.66114,-28.378014,-32.430656,-31.85942,-29.365414,-29.719963,-32.92196,-29.867085,-29.449219,-29.920807,-33.91885,-24.673962,-27.73206,-33.179432,-37.402054,-37.817623,-35.853878,-37.34198,-33.476147,-38.172516,-44.112713,-43.25191,-42.823288,-44.677937,-44.99091,-47.408016,-47.13337,-49.523266,-50.628025,-49.06454,-52.922035,-58.87716,-80.0,-80.0,-80.0,-351.43445,122.64229,-67.38321,25.478256,-33.26372,20.771671,-26.950666,4.4001904,-24.546953,-4.100828,-7.173168,-8.95464,-11.703825,0.81,2
-47.637405,-37.70051,-23.040415,-23.332119,-22.781565,-28.127586,-31.234074,-34.9053,-35.187492,-31.492802,-32.448174,-31.83152,-35.589485,-34.926003,-32.56686,-35.24535,-35.435753,-39.325542,-36.105362,-34.07633,-37.67868,-41.448227,-39.45398,-39.135075,-41.325977,-41.511112,-44.343956,-43.31557,-42.762413,-46.867336,-46.508358,-45.671074,-46.33794,-47.961784,-48.90461,-50.48718,-53.06656,-80.0,-80.0,-80.0,-364.63446,107.68486,-54.46248,30.927053,-38.851395,16.787989,-37.59147,2.8033223,-30.651796,-10.56265,-21.004784,-16.546066,-7.0750093,0.837,2
-42.81906,-35.46993,-26.95153,-23.38671,-27.229721,-29.668957,-29.765606,-31.285496,-28.921165,-31.0065,-28.429832,-27.336468,-27.337315,-27.035122,-25.999092,-26.612698,-30.79306,-32.250652,-35.273746,-35.37543,-36.715992,-38.559692,-35.312347,-38.49763,-36.944702,-38.218285,-43.153553,-45.13859,-47.237755,-41.61553,-44.85531,-47.60224,-46.486492,-50.026527,-49.59,-52.15696,-57.213535,-80.0,-80.0,-80.0,-346.7188,122.43633,-69.36476,17.893484,-40.4815,21.67923,-22.530153,9.421068,-29.91362,-9.272676,-8.086554,-9.113049,-7.553207,0.864,2
-43.1887,-36.374218,-30.571095,-28.307766,-29.372356,-30.669254,-27.151318,-23.66397,-26.920761,-26.79908,-29.124908,-26.734756,-27.869598,-27.398544,-33.23011,-29.226719,-27.10822,-27.400375,-29.725002,-34.122932,-37.223408,-39.322636,-39.693813,-40.07238,-39.902058,-41.511833,-40.89323,-42.532715,-44.435642,-43.9524,-42.128433,-44.84195,-44.76473,-47.6386,-48.127148,-50.506718,-55.570568,-80.0,-80.0,-80.0,-341.7902,116.812675,-71.64746,12.393673,-49.57985,22.601393,-35.430866,1.3567525,-18.304869,6.3308997,-5.054044,-12.580565,-5.6677084,0.891,2
-43.95097,-32.166985,-22.94008,-23.876965,-24.51584,-21.585524,-23.703516,-28.174599,-32.118717,-27.520512,-25.84872,-26.471424,-27.668526,-28.029697,-32.05793,-34.1731,-30.400898,-34.125404,-36.655537,-35.519176,-35.543148,-37.46373,-36.960392,-37.752335,-41.25012,-43.27214,-39.238144,-42.36008,-40.417114,-38.178604,-40.0136,-41.41781,-45.866825,-46.773026,-44.83878,-46.701736,-52.12543,-78.13461,-80.0,-80.0,-331.21072,116.91141,-54.809868,27.553179,-53.84118,22.415096,-35.836105,5.812222,-23.137135,-11.756283,-23.272552,-6.9513726,-8.388872,0.918,2
-43.610565,-31.350815,-26.357124,-24.305725,-21.09121,-24.716011,-28.507248,-30.080875,-25.991356,-31.551472,-32.553745,-31.633629,-29.156631,-24.310673,-28.325825,-28.698109,-28.390675,-30.37777,-29.866257,-31.688995,-34.65311,-32.860954,-33.032387,-37.093773,-39.1201,-38.93254,-38.111,-38.91752,-40.323055,-40.57684,-39.419506,-40.505913,-42.957523,-43.110344,-45.189827,-47.905704,-52.27638,-77.38709,-80.0,-80.0,-321.92764,110.09654,-68.31915,31.849422,-44.01877,29.03078,-39.291832,-0.26153678,-29.736935,-8.472511,-13.46904,-6.233037,-3.018462,0.945,2
-42.620964,-29.408836,-30.314548,-28.279804,-25.54617,-25.61306,-25.835781,-28.55143,-28.055607,-31.873955,-28.438972,-26.704601,-30.42611,-31.830158,-30.98904,-29.01043,-33.691307,-36.58186,-33.084564,-34.683064,-33.31728,-34.954205,-41.37021,-40.16162,-40.968006,-42.876152,-42.593616,-40.571236,-41.609344,-42.9743,-46.470375,-46.06317,-47.12338,-49.262802,-50.145645,-50.904568,-51.347103,-63.366596,-80.0,-80.0,-345.77554,114.46202,-59.473022,20.340038,-45.393143,14.469538,-33.65677,2.26832,-22.567787,-0.49491417,-20.721256,0.049819052,-3.5437512,0.972,2
-41.240566,-29.320972,-28.161366,-19.610313,-19.285923,-17.711998,-21.191433,-28.322556,-29.516792,-26.363602,-25.402832,-22.593994,-21.702488,-19.058372,-19.957893,-23.654419,-26.773525,-33.136223,-32.06737,-35.73644,-38.758446,-39.284275,-34.32997,-33.584145,-36.786304,-37.43736,-40.190434,-40.051353,-40.472378,-41.894794,-41.975655,-40.45263,-41.64872,-43.09637,-46.701527,-49.64275,-53.973637,-74.05147,-80.0,-80.0,-307.8277,128.40689,-66.61551,17.612312,-58.357426,28.197563,-24.574993,5.1560087,-42.284794,-19.334782,-11.004882,-8.825569,-2.647395,0.999,2
-44.61342,-34.46325,-29.842072,-30.808228,-24.470207,-24.856815,-29.168587,-31.888397,-33.945538,-29.926914,-27.490036,-20.072472,-20.08297,-16.991945,-23.23051,-24.95743,-23.851448,-27.838654,-30.430916,-29.736038,-34.500908,-33.363037,-32.66479,-33.458324,-36.39933,-35.961185,-37.030567,-39.03635,-38.038322,-36.83776,-36.986237,-39.40918,-41.281986,-42.28134,-42.805668,-43.29736,-46.34841,-74.19713,-80.0,-80.0,-307.6207,98.44478,-85.8335,16.357845,-53.953873,37.50577,-26.011086,12.096396,-34.477425,-13.256933,-21.427313,-6.0295115,-2.2577868,1.026,2
-42.64116,-35.076645,-31.556335,-27.951725,-20.215878,-22.927212,-23.646843,-26.510345,-28.004108,-27.297493,-30.659672,-30.416203,-26.928482,-24.467922,-24.293886,-21.95451,-25.64667,-28.083466,-29.046238,-30.727627,-30.445114,-36.821953,-31.773335,-32.52724,-34.98003,-37.340015,-38.033413,-38.27035,-39.641613,-39.14425,-39.153713,-36.230705,-35.93851,-33.971638,-40.94334,-44.67419,-49.175518,-63.43164,-80.0,-80.0,-301.53452,100.354294,-74.24589,22.427383,-53.315445,33.331493,-46.490868,5.93665,-38.152985,-4.997755,-1.9761829,-3.3486202,0.6146453,1.053,2
-33.41347,-23.570751,-23.937138,-22.033325,-21.988201,-20.777115,-17.841904,-23.51895,-26.958595,-26.954376,-28.077534,-23.967228,-21.077282,-16.936821,-23.117073,-25.976685,-24.827301,-26.011265,-27.4128,-29.814503,-33.313866,-35.778442,-31.94284,-30.17622,-31.573376,-35.900955,-36.88096,-36.609364,-37.071144,-38.06441,-40.662567,-39.04661,-39.895855,-41.758717,-42.455246,-45.340385,-48.85564,-68.59241,-80.0,-80.0,-283.54553,123.62073,-70.35783,29.207119,-47.1375,31.552055,-29.648666,9.538669,-36.129578,-4.0304337,-10.586563,-2.8220587,0.058237076,1.08,2
-43.63757,-32.884804,-27.583622,-22.226746,-15.356902,-20.356647,-26.295742,-25.702618,-24.623123,-28.672993,-26.938,-23.644436,-24.509441,-22.957188,-28.004517,-28.017025,-28.752747,-30.412945,-28.88287,-30.952423,-30.16528,-37.164505,-33.36008,-35.39029,-37.2962,-38.165096,-36.43973,-35.81026,-36.483955,-39.17059,-42.581295,-43.71261,-41.79668,-44.654438,-44.413265,-47.337605,-50.683567,-61.95945,-80.0,-80.0,-307.1632,115.05827,-69.150085,23.279186,-53.54882,17.746876,-35.392178,0.8843427,-34.44873,-3.9886816,-25.822536,-6.660502,-2.3923078,1.107,2
