Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,timestamp,class_id
-58.592064,-49.304207,-51.84247,-45.414707,-46.612473,-43.448273,-49.864075,-53.754242,-54.106827,-57.316467,-56.25206,-59.493683,-59.602913,-58.793144,-59.26387,-64.54884,-65.98586,-64.742256,-65.23635,-66.28417,-69.20391,-69.5033,-72.7599,-78.88705,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-522.0352,103.18663,19.156633,-16.201092,-8.424885,-7.619076,-17.712238,-17.514687,-13.179205,-16.53392,-17.106926,-8.196386,-2.0820024,-4.4975915,-6.6879244,-5.035885,-3.4728622,-2.8786159,-4.0822926,-9.122591,-12.858343,-8.99094,-3.2124672,-4.066069,-7.912924,-7.5166907,-4.623934,-3.0826015,-1.930649,-1.3324423,0.3,0
-54.395287,-45.48353,-46.553543,-46.9935,-45.352814,-46.33445,-48.312122,-53.340034,-54.77494,-53.124367,-55.49917,-56.719414,-54.48385,-56.56653,-57.61458,-60.600266,-64.42391,-64.1648,-65.02479,-66.55916,-67.59923,-66.7016,-69.82969,-78.59186,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-509.87646,113.04007,18.01604,-18.482607,-6.509597,-4.463678,-14.305539,-13.426056,-11.518454,-17.958153,-17.209797,-6.7292776,-3.835145,-8.819529,-8.459875,-5.203323,-6.350912,-6.4667606,-4.155765,-7.6868925,-13.772995,-11.567863,-5.6292295,-5.835329,-6.8456135,-2.2477539,0.17483199,-4.4418464,-7.962763,-6.3539214,0.33,0
-57.969154,-49.42318,-50.08233,-43.15317,-44.03772,-40.90267,-44.78952,-54.400345,-50.4049,-51.6931,-54.425415,-56.731712,-54.458763,-53.9608,-57.10681,-61.57464,-63.000504,-61.64322,-63.351013,-64.65144,-64.71385,-66.71164,-70.68123,-77.819984,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-503.94742,116.6266,14.478451,-22.283234,-7.3426666,-6.643429,-19.596931,-17.14359,-11.006092,-16.598711,-17.533918,-6.4937167,-1.3228897,-6.044779,-6.688361,-2.3789747,-1.193215,-0.7799166,0.33514595,-4.7852488,-13.498645,-13.844736,-6.5177155,-2.3274755,-2.3265295,-0.9138092,0.65632343,-1.0947328,-4.17477,-6.1114583,0.36,0
-49.562645,-43.44302,-45.444363,-38.195755,-42.200947,-41.09964,-43.784363,-49.79454,-51.475594,-48.891876,-49.55861,-51.493553,-50.108345,-54.028755,-56.832657,-59.387093,-62.75862,-60.333443,-60.784622,-62.04608,-62.55178,-64.90768,-71.198784,-73.21603,-78.24636,-78.946266,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-487.72833,131.17741,16.773941,-21.485943,-4.077884,-5.2113357,-18.845016,-13.396675,-7.331711,-17.482464,-21.63573,-9.7782,-1.6511483,-4.382452,-6.263754,-4.7235546,-4.753734,-4.93783,-4.1588535,-5.731021,-8.505432,-7.8303785,-4.611837,-3.4745126,-4.635975,-4.3680353,-2.5790977,-3.9728498,-8.812894,-9.970306,0.39,0
-58.38871,-46.21081,-46.871845,-40.46322,-40.962814,-41.319077,-42.97944,-47.950485,-46.624077,-44.354836,-47.143517,-51.565845,-50.765045,-53.28736,-54.30893,-55.74849,-58.932434,-58.108673,-59.65641,-62.17823,-62.076317,-64.42645,-66.88312,-73.315155,-74.76009,-79.09435,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-481.06573,132.45529,6.8123045,-31.63843,-10.405093,-10.747078,-23.058252,-15.842259,-8.803009,-15.06892,-16.122742,-9.994458,-10.002469,-11.520193,-6.575568,-2.2500966,-2.6266465,-2.4901574,-2.7986689,-7.688013,-12.018135,-9.627754,-4.8568068,-3.8749633,-4.070721,-1.5150336,0.04429066,-3.3866463,-7.8388443,-8.102025,0.42,0
-55.658012,-47.3565,-44.294235,-41.04165,-38.47914,-38.74059,-37.79693,-45.70694,-49.224503,-45.85851,-43.831913,-43.208717,-47.096832,-48.97711,-49.643578,-53.580925,-56.845222,-55.615234,-56.982323,-57.819412,-61.29158,-62.813538,-63.988655,-68.48394,-71.564545,-76.98848,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-463.4932,142.1611,-0.9146911,-33.84426,-6.040365,-10.387934,-21.730705,-11.717432,-10.81588,-21.249588,-18.475761,-9.486157,-6.3286915,-2.1592925,1.0866506,-2.387123,-4.926528,-4.642452,-8.516121,-12.360668,-9.056654,-3.322297,-1.1376939,-1.7958466,-3.062972,-3.4643834,-3.2384806,-3.4804132,-3.2946408,-3.3941333,0.45,0
-57.454277,-42.769386,-42.623344,-39.194206,-34.661293,-35.589203,-42.582047,-46.58006,-48.069946,-50.89715,-46.740864,-43.259514,-45.263817,-49.94557,-51.621246,-54.57527,-56.555267,-54.40821,-56.197144,-58.62693,-59.487343,-60.35125,-64.98241,-69.6918,-72.56465,-76.04939,-79.933945,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-462.6416,143.99576,2.5698938,-28.10464,0.7833594,-6.4223604,-22.671774,-14.002992,-11.934468,-24.357735,-23.99168,-11.932995,-4.616111,-0.65129554,1.9319205,-1.3600327,-6.6106787,-6.9206944,-3.975805,-3.219484,-5.1567554,-5.569916,-4.2465286,-6.44336,-10.352415,-7.561189,-0.15328056,2.3401382,0.28377092,-0.74199146,0.48,0
-48.850243,-40.991592,-41.548454,-38.801384,-35.80032,-34.09173,-37.66977,-41.48057,-43.911896,-44.49727,-46.864643,-48.747643,-47.950615,-51.197784,-51.625595,-51.756073,-52.836746,-52.765846,-53.951706,-55.557953,-58.308655,-56.54949,-61.463867,-67.60263,-72.81994,-75.30992,-76.82352,-79.90056,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-449.28125,154.08064,1.8198037,-26.523422,4.9592824,-9.574133,-30.756138,-16.697018,-7.114765,-15.246063,-13.02093,-4.3380632,-5.4470544,-6.427523,-1.4439868,-1.320676,-6.1500945,-6.541233,-4.062812,-5.961505,-9.890227,-8.992544,-5.6926117,-6.5100594,-7.922793,-4.182784,-1.1651211,-4.25688,-6.580887,-3.9334817,0.51,0
-42.965286,-39.149796,-43.612427,-37.65155,-33.248512,-34.25965,-35.245552,-43.15295,-43.885513,-42.769756,-40.846962,-44.698402,-44.699806,-46.377823,-48.583115,-53.448563,-53.25831,-55.07547,-56.590103,-54.683678,-55.866753,-57.028427,-62.641052,-69.09909,-70.11302,-73.59998,-73.956696,-77.669014,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-440.45316,160.53918,0.894328,-29.84345,-0.70537794,-10.646706,-22.100471,-9.033539,-7.3707476,-18.477482,-15.928643,-3.3235562,0.89343333,-2.600661,-1.3182501,3.4685736,1.2260114,-4.0570893,-3.9157557,-4.6104403,-10.145559,-11.465086,-5.9422326,-2.4124792,-4.6530433,-7.237185,-7.580432,-8.688017,-8.713192,-5.1474066,0.54,0
-47.08104,-36.61286,-40.102497,-43.45427,-35.881,-37.803383,-38.5077,-38.759895,-38.88733,-44.13018,-44.970886,-43.407486,-44.156654,-45.25834,-47.071854,-48.731216,-50.059998,-53.196625,-52.41919,-52.165016,-52.76821,-52.897224,-60.199043,-65.94314,-70.40309,-74.22946,-74.22429,-76.7414,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-434.73947,158.7921,-11.824936,-34.851326,5.588449,-6.661248,-22.450275,-5.621523,-2.0158052,-15.258396,-11.183745,1.6246929,-0.5768784,-8.46966,-7.0422134,-4.3569107,-8.358098,-10.691781,-7.9544964,-7.3267508,-9.081212,-9.367222,-9.347536,-9.557005,-9.256586,-7.9887967,-4.7825813,-2.979152,-3.541844,-0.05693257,0.57,0
-46.0242,-37.958176,-37.497528,-33.32748,-31.818638,-34.729515,-37.24666,-42.35113,-42.319855,-43.123863,-43.040962,-42.213516,-47.038338,-45.10717,-44.595787,-47.81306,-48.281425,-50.87462,-53.450333,-54.38195,-54.961838,-54.056084,-59.609505,-66.60074,-70.41051,-72.31098,-74.355156,-75.393845,-79.15952,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-427.156,167.72446,-4.6205664,-28.903282,8.5434,-4.0964546,-20.539268,-10.294992,-10.049072,-18.83588,-13.543665,-5.017206,-7.9707146,-10.55788,-2.3125365,3.5354903,-1.8206025,-5.573955,-2.9796243,-3.7893507,-6.4993544,-4.1807613,-1.2682481,-3.06344,-6.4503813,-6.490617,-3.941089,-2.8767323,-2.239833,-1.1217241,0.6,0
-44.192265,-36.794807,-35.802597,-32.06459,-32.35329,-33.46562,-34.782814,-36.81189,-38.060295,-40.357803,-45.040157,-43.710716,-43.91131,-46.94251,-46.848,-48.620735,-50.90983,-51.672295,-53.68374,-54.19654,-53.799454,-56.49846,-58.559227,-64.88382,-68.96676,-71.47917,-72.615105,-75.02222,-78.859566,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-423.75607,170.2506,-2.5951588,-26.884148,2.7506783,-15.013563,-27.104797,-14.165003,-13.301942,-18.295773,-11.959829,-5.110514,-7.7443438,-12.518295,-9.384149,-5.071771,-8.052723,-8.348127,-3.2830408,-3.8626957,-6.6370573,-5.7436247,-6.9733925,-8.722712,-7.0187902,-5.8124847,-4.5851116,-2.7131853,-4.622211,-7.996914,0.63,0
-42.00919,-32.714657,-36.245697,-38.78721,-36.39211,-28.044605,-30.214207,-35.92355,-40.04416,-38.773563,-39.149986,-38.985344,-44.617035,-42.103897,-41.554462,-45.354942,-48.188576,-50.59474,-54.457367,-56.858505,-56.931427,-53.346497,-57.51703,-65.29208,-66.748405,-69.025185,-71.67166,-75.25224,-78.31769,-79.98149,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-414.32675,175.69887,-7.7728753,-34.053406,-2.9552608,-14.3363,-17.454836,-6.845978,-13.405836,-14.907963,-3.3106728,0.16221642,-5.017106,-7.8459344,-3.2386336,1.2142286,-6.526048,-14.960363,-12.2184925,-12.962347,-17.92516,-10.592913,-0.7767774,-3.7906008,-8.513086,-5.284929,-1.6147535,-1.4396536,-0.618861,-0.060824975,0.66,0
-42.69223,-34.504745,-34.706387,-36.071125,-33.039753,-29.564703,-28.421974,-31.944782,-38.543575,-41.88932,-37.89486,-39.69355,-43.25156,-44.52372,-45.095367,-48.89148,-51.170464,-48.469986,-50.30213,-51.345848,-51.85646,-54.012505,-57.08857,-59.957237,-65.2748,-67.5021,-70.3265,-73.941216,-77.017334,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-407.01514,176.83235,-10.924547,-26.010735,3.1950788,-21.767847,-25.775486,-7.1808305,-10.627669,-15.691814,-9.846767,-4.599079,-0.23816812,-0.69562984,-5.03798,-6.9041786,-10.317131,-13.032055,-11.154959,-11.183993,-10.066951,-3.388382,-0.07743943,-2.149465,-5.153175,-8.643122,-7.5047617,-2.0586753,-1.8987539,-4.9204636,0.69,0
-38.37297,-32.58461,-32.040596,-32.386032,-31.845894,-28.741621,-34.345657,-33.10339,-37.524197,-40.511917,-38.004868,-39.76059,-43.63678,-43.00888,-40.026405,-43.97067,-43.42331,-42.183723,-48.584297,-53.585297,-50.373108,-53.358,-56.341835,-59.970146,-66.16956,-67.07602,-68.6588,-74.362526,-76.02101,-78.6743,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-398.86816,181.03967,-16.028622,-28.125065,11.280836,-8.904623,-20.638313,-13.781569,-17.358553,-14.424768,-8.112113,-11.044468,-12.466946,-8.94531,-3.4539719,-1.3613098,-8.967113,-13.314093,-8.247584,-9.326253,-12.478179,-5.6281114,-1.1983125,-4.9796066,-8.570227,-12.316685,-10.5895405,0.18959737,2.6344357,-4.6624985,0.72,0
-44.953327,-33.088203,-30.14325,-31.906933,-32.369934,-24.545786,-27.762474,-37.042404,-40.048393,-43.552338,-36.620064,-37.935318,-37.47516,-40.493576,-40.24955,-42.93682,-42.10909,-43.218292,-47.516735,-50.142982,-48.54045,-50.70128,-53.734375,-61.220413,-63.485344,-65.076935,-68.306,-72.64777,-77.36905,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-391.08942,182.81685,-22.2916,-28.399021,13.041606,-10.023352,-19.024586,-11.88385,-20.701797,-20.507,-12.950748,-9.35422,-3.719123,-3.3989413,-3.7482443,-0.4231727,-8.947484,-17.76617,-11.210285,-8.120928,-11.566604,-6.701812,-1.5400553,-3.5110602,-5.6511717,-5.4583693,-2.5637622,1.4301957,2.7525058,2.48,0.75,0
-43.074715,-34.803566,-31.358276,-31.185135,-34.638626,-30.167683,-29.877605,-31.753061,-34.039597,-37.477077,-38.896683,-39.25344,-37.752617,-32.69257,-41.440727,-44.84183,-44.45938,-44.66198,-46.68145,-51.10726,-50.701927,-51.518364,-54.30304,-59.293945,-63.18383,-64.715096,-68.03535,-73.31063,-76.45049,-78.30171,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-388.63553,185.81772,-21.522964,-31.719858,6.081311,-16.422478,-19.532211,-7.5446043,-16.584276,-15.1844015,-4.4750886,-3.7001126,-3.6403184,-5.9505973,-11.059636,-11.876184,-13.62297,-10.701296,-1.2814558,-4.105694,-12.867214,-8.083839,-0.5485407,-0.66595304,-1.164928,-1.2313163,-2.095282,-2.2632873,-3.072308,-2.3628807,0.78,0
-39.32213,-34.712185,-30.90907,-30.948254,-29.430988,-24.562355,-29.475918,-30.29145,-37.084465,-40.936584,-37.65674,-39.965607,-39.762856,-40.35526,-41.82393,-39.616837,-40.467003,-42.435905,-45.1121,-49.321083,-48.633423,-49.61261,-51.82287,-57.75608,-61.25965,-63.718254,-66.632355,-72.17493,-73.431404,-76.29165,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-381.9856,184.39789,-27.088161,-23.768494,16.031979,-14.032673,-23.43721,-16.11764,-21.868423,-16.732319,-7.261817,-5.3281465,-4.430187,-4.1418986,-1.9036349,-1.7957797,-9.991743,-13.908945,-7.8630238,-5.9974265,-9.601788,-6.4199743,-1.4006107,-4.0850306,-5.7172437,-3.2736473,-4.1892133,-4.268318,-1.6514993,-0.53590584,0.81,0
-38.96866,-30.258308,-32.335598,-28.531828,-27.952536,-28.296995,-29.152075,-32.12828,-36.040848,-41.43061,-37.393135,-36.58789,-36.93561,-38.436783,-39.005825,-40.441074,-39.661743,-42.0611,-47.139282,-47.063812,-47.910408,-46.676193,-50.9869,-58.531776,-62.87417,-63.671494,-66.552505,-71.30157,-74.60981,-76.53311,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-375.38693,189.81232,-29.019642,-28.529285,13.329374,-14.856821,-22.463537,-13.4008045,-21.299202,-20.983585,-12.337864,-6.029994,-4.2460117,-8.454563,-5.257173,-1.0885634,-12.233234,-17.550457,-6.658943,-3.6313167,-8.465016,-5.038146,-1.6662694,-5.915267,-8.70864,-8.7011595,-10.085877,-8.718974,-4.0204115,-2.4540935,0.84,0
-41.14895,-31.765638,-29.713566,-30.170635,-29.342064,-29.409561,-25.119663,-26.565134,-27.641287,-38.69576,-38.125496,-35.351048,-31.70666,-32.897434,-38.882477,-41.862785,-41.47293,-43.08383,-45.23759,-45.51989,-50.44711,-47.883797,-49.870605,-56.352264,-63.110252,-64.66263,-65.63878,-70.0895,-73.49474,-76.27847,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-367.00143,197.405,-28.22968,-33.382607,4.719468,-19.537058,-20.762066,-10.385245,-17.5318,-16.106928,-7.254978,0.2530635,0.96596485,-7.4890976,-10.795818,-14.086215,-21.553772,-13.166895,0.30072877,-3.2136254,-7.8731804,-4.4566693,-5.961654,-8.780231,-4.507738,-1.553011,-5.142906,-7.0359087,-3.0058312,0.2367095,0.87,0
-40.750946,-30.647638,-28.569897,-26.468853,-26.834343,-23.148703,-26.926126,-29.855446,-29.174568,-33.5817,-36.219635,-34.657337,-32.8361,-34.33451,-36.647377,-40.89148,-38.938972,-41.42205,-44.946457,-47.163277,-46.736584,-47.97027,-52.254894,-55.50511,-60.61528,-64.31496,-65.332504,-68.185074,-71.85438,-73.89008,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-357.62537,202.05301,-27.62824,-28.47013,4.8052435,-20.254286,-19.6126,-12.816078,-18.794273,-17.874767,-13.16446,-4.910179,-3.2558935,-8.707737,-7.0223475,-8.53167,-13.634176,-8.2719145,-1.3189782,-2.4893832,-7.863594,-11.472533,-9.636736,-5.273153,-2.9784946,-3.5394645,-2.5263615,0.9517124,-0.5958341,-3.7952242,0.9,0
