Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,timestamp,class_id
-59.70302,-57.49571,-58.861046,-64.16811,-63.404835,-65.47972,-63.02486,-64.453835,-67.71635,-76.191765,-69.89642,-69.918,-70.79943,-71.52246,-71.38295,-73.56014,-71.57394,-75.39124,-74.7997,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-534.8112,48.911694,28.904629,13.000446,7.161047,5.8570194,2.8081353,-1.1407173,-1.8760017,0.9118843,3.8009684,4.601715,3.9573116,2.6604476,0.25144142,-3.2642016,-6.29965,-7.16444,-5.620159,-2.5435362,0.8968462,3.2529776,3.1194143,0.45038077,-2.83535,-4.267293,-2.816344,0.5264992,3.6035552,4.460973,0.3,1
-53.855354,-56.171604,-56.37814,-59.309105,-59.86532,-52.776398,-52.77282,-57.61751,-62.736576,-61.831047,-64.60791,-64.271194,-67.50921,-68.182724,-70.98297,-74.088036,-74.42943,-76.39537,-79.654465,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-512.2886,75.823944,42.40493,9.931108,-7.045366,-8.351767,-3.29034,0.2157667,0.99288607,1.6883675,3.7051768,5.9442935,6.934504,6.447293,5.003595,2.9133677,0.32975322,-2.2547746,-4.0938993,-4.646997,-3.7254171,-1.4568043,1.5005493,3.9097788,4.745557,4.21617,3.5260043,3.2937217,2.6451313,0.5289718,0.33,1
-55.61473,-55.1064,-54.425537,-50.82015,-50.2741,-52.25009,-48.875557,-54.96746,-63.160908,-63.306732,-63.052673,-65.67369,-71.91211,-70.24642,-68.10167,-67.62749,-64.13377,-64.90383,-73.03902,-76.05861,-80.0,-78.37369,-78.89484,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-498.31976,86.73389,39.936287,8.418888,1.9178207,-0.06022629,-10.804891,-18.89149,-11.6030035,2.3815234,5.8151946,-1.7055881,-5.2092476,2.1292126,10.119532,8.073057,-0.48429003,-5.1320443,-3.4370484,-1.1141136,-0.8339846,1.0230389,5.999239,8.885385,5.0013437,-2.0592828,-4.7007737,-1.5855197,1.2031084,-0.61917156,0.36,1
-55.510357,-53.538696,-55.03724,-56.87109,-56.251183,-58.25592,-57.37057,-59.522,-64.469086,-66.38037,-67.861984,-65.03262,-70.496414,-72.598434,-71.943306,-72.05972,-70.10798,-70.624954,-78.78777,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-514.6686,72.087425,40.294823,14.08448,3.379483,0.8453607,-2.3952408,-5.24257,-2.987082,2.1895523,3.6691635,0.6194994,-0.9960097,1.8921083,4.493778,1.5561258,-4.44966,-6.680526,-3.3551598,0.66219974,1.3704045,0.3318478,0.5142367,1.1812199,-0.09781623,-2.5200582,-2.7837472,-0.31744564,1.5972722,0.75204796,0.39,1
-52.093445,-57.2457,-59.137,-61.585552,-60.380196,-61.60098,-59.077694,-63.44553,-64.48451,-64.00203,-62.24891,-60.093185,-61.527023,-62.435825,-62.984398,-65.36172,-68.04342,-67.56721,-73.57031,-79.63213,-78.82425,-75.17573,-74.15277,-76.20271,-73.79427,-77.2507,-80.0,-79.23986,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-503.54456,73.64172,20.232286,-7.8144035,-3.7455645,10.091192,15.215467,6.80092,-3.1179452,-1.0414567,5.872737,5.4934664,3.5703387,6.963423,8.558718,4.1324754,-0.063343346,-0.12880495,1.5528355,1.695797,0.08773574,0.6101565,3.9457505,3.9069867,-0.46137768,-1.6427501,1.7050083,3.388446,1.6778293,-1.3209747,0.42,1
-49.95803,-54.28385,-54.79032,-51.6803,-51.07435,-53.367016,-52.640667,-54.476604,-54.400642,-53.9609,-51.08123,-49.559814,-52.611206,-51.77177,-53.537792,-54.308258,-54.78444,-55.70186,-59.758053,-66.08861,-66.56601,-63.883778,-64.000565,-66.791855,-64.77736,-65.77035,-65.377075,-62.81508,-67.29381,-67.46391,-67.22583,-73.36069,-77.52389,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-423.37137,98.83385,-13.480373,-3.1145256,-12.051165,3.532487,18.693638,-6.1505365,-3.7271802,0.68231106,-0.84782064,3.1284952,-3.1665041,2.3668602,9.897875,6.5238123,0.71372604,-2.3301773,5.7755146,4.7561,-0.75732046,5.009962,4.9536614,3.9084299,-0.7623246,-5.8954263,3.9062657,2.3309383,-3.430713,3.8624568,0.45,1
-52.25334,-44.425873,-37.162544,-38.833958,-44.443962,-45.612473,-47.174232,-47.66587,-50.505653,-55.314857,-58.53464,-57.14589,-58.002583,-52.45169,-54.253174,-55.293453,-54.717987,-62.369347,-63.88926,-63.055695,-66.571915,-68.46157,-70.93637,-71.77662,-69.90738,-65.79471,-62.060127,-58.68287,-63.67047,-63.097122,-63.41591,-68.88984,-71.63292,-77.546135,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-413.23685,110.10611,15.50259,20.211678,-15.677313,9.664743,8.070358,-32.75053,-10.57769,-4.4309025,-8.870825,1.9869231,-1.5519738,-10.908733,-14.522686,-3.9891384,-3.9664125,-8.164191,0.1299018,0.12907588,3.3195853,6.138612,-1.3144552,0.31285214,4.1502886,1.1331499,2.267476,3.199355,2.6379523,9.510006,0.48,1
-51.886566,-50.10833,-47.372368,-51.318768,-61.253075,-60.838364,-65.15052,-66.67412,-64.58957,-63.69418,-63.711414,-63.534695,-67.522385,-67.332306,-68.63864,-70.82318,-71.47679,-70.66697,-73.81017,-75.224174,-74.165344,-77.85019,-79.42044,-80.0,-80.0,-79.76138,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-508.70224,76.27737,38.004124,11.900105,7.961235,12.464797,12.790641,8.854685,4.107784,-0.69308805,-5.1517344,-6.9383864,-5.9147778,-3.850466,-2.466262,-2.0016642,-2.0808797,-2.107244,-1.796284,-2.1968582,-2.7470446,-1.3901613,2.2924016,4.2934666,2.5093172,0.84653205,3.356452,7.3992815,7.3654566,3.8026056,0.51,1
-52.22489,-53.054333,-54.7806,-55.76021,-62.093254,-61.384365,-54.11687,-58.05378,-64.49045,-63.740818,-62.897243,-61.546432,-65.76085,-65.402176,-70.56815,-77.37125,-74.666245,-73.99121,-78.60074,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.46035,-80.0,-80.0,-80.0,-80.0,-512.9086,73.2619,39.2574,7.516135,-5.158504,-2.024766,5.291335,8.669128,5.4255795,1.8043638,-0.8266295,1.8971068,5.164678,6.6233525,2.376979,-4.484264,-8.008046,-7.3271484,-3.3162417,-2.243592,-0.7372912,1.5111171,6.7109184,9.1672945,6.6904583,1.785387,-1.8101661,-0.5246614,0.545529,1.190195,0.54,1
-50.69821,-57.35943,-60.197613,-60.544174,-62.225376,-63.56038,-64.68593,-60.2935,-62.549034,-67.8692,-65.24445,-66.14978,-72.53674,-74.142365,-70.81583,-74.559265,-74.914764,-79.77118,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-525.3323,61.6473,38.10845,14.943742,2.436451,1.094654,4.7325153,7.609837,8.089138,7.0840664,5.3702364,3.2324615,1.496034,1.2988684,2.577695,3.6662338,3.0485272,1.2521839,0.43597767,1.9924073,4.845577,6.288829,4.4610624,0.07545817,-4.036914,-5.0618467,-2.3278642,2.154508,5.201956,4.917476,0.57,1
-47.342514,-39.33631,-37.53661,-39.966656,-35.49051,-36.562283,-36.496155,-34.33088,-35.3563,-36.395775,-33.171497,-35.962315,-39.97705,-39.548203,-40.57582,-38.979954,-39.53911,-40.624016,-38.933704,-41.844463,-50.719517,-49.279335,-47.484833,-49.661057,-48.333385,-51.629425,-50.169273,-55.48941,-58.236576,-58.374672,-58.139362,-59.26271,-62.053764,-59.498737,-63.76399,-64.831314,-72.26873,-80.0,-80.0,-80.0,-278.22046,128.61703,-48.77394,1.594603,-23.334606,2.8451958,-16.49277,-2.3470447,-8.196497,4.4991684,2.5707514,-14.200777,-4.810448,-2.8766775,2.6573942,-7.2881885,0.19177997,-4.086984,-2.2744837,-7.9872313,-6.0539165,7.897784,0.33069777,-4.945902,-3.8423355,-0.91874385,-0.5623177,0.5620614,-1.7959578,8.700354,0.6,1
-28.525799,-20.064512,-16.862694,-20.223667,-22.162365,-23.162066,-18.947332,-16.403156,-16.535194,-16.523937,-17.180683,-20.881577,-24.525864,-24.532913,-26.175858,-29.752403,-31.1614,-28.065075,-28.686398,-30.720474,-36.18715,-37.03558,-32.397423,-35.505898,-35.876926,-38.84477,-38.053284,-39.845688,-41.77381,-42.421844,-43.13468,-44.435814,-45.378,-44.636864,-48.82519,-51.94574,-60.707714,-80.0,-80.0,-80.0,-128.28535,154.59056,-55.83116,22.84945,-53.11224,10.729988,-28.384312,13.260838,-9.266945,2.3714814,-4.1320567,-16.734232,-8.165926,-14.70102,-3.2518244,-21.399395,-4.9225106,-7.4920425,-2.0295749,-14.38827,-8.485229,0.60887825,0.030937351,-3.1403158,-4.0645227,-0.16692507,-5.5093474,-0.52799845,-3.8580852,3.4640636,0.63,1
-33.996803,-23.664694,-21.752565,-22.443989,-29.41937,-28.400278,-27.440304,-26.831396,-26.986681,-24.626867,-29.35159,-29.45868,-30.126211,-32.80417,-35.573673,-39.26033,-43.46708,-41.742676,-42.239487,-43.07795,-45.706825,-45.01597,-40.038887,-49.17148,-51.348824,-52.639862,-55.05209,-55.963333,-54.062706,-57.5986,-58.210304,-62.932095,-60.359753,-62.49125,-66.49542,-72.88107,-80.0,-80.0,-80.0,-80.0,-244.29623,180.29956,-31.106459,10.629231,-23.254986,-6.1903596,-9.918507,3.0362089,2.330574,-11.824308,-6.6302295,-8.969451,-5.703914,-14.774782,-3.5788388,-12.742532,-10.208939,0.15467012,-6.582988,-0.7154494,-9.659793,-0.3560393,3.2470284,-6.6000757,0.39030316,4.6710176,3.4539766,-2.3647301,-2.1574032,-0.060984477,0.66,1
-32.89972,-22.235777,-28.812237,-28.4489,-35.377567,-31.152391,-34.433296,-35.991436,-34.448112,-32.165886,-36.010593,-37.476494,-33.4015,-36.18306,-43.832905,-44.050278,-46.466824,-43.063675,-46.187927,-44.71097,-49.314667,-49.942673,-42.86679,-47.807964,-54.806625,-55.014793,-60.91892,-64.46771,-63.065567,-65.77295,-64.95917,-70.1662,-69.71115,-70.312874,-75.01787,-80.0,-80.0,-80.0,-80.0,-80.0,-301.1438,172.94202,-29.297714,1.7556124,-0.6658735,-12.190383,-6.842218,4.160861,0.45833516,-14.171709,-6.5536633,-9.93774,-12.04875,-6.402405,-6.656712,-13.605672,-10.586346,-1.7263972,-5.2700577,-7.1548333,-13.768417,-8.291031,-3.9956253,-11.156048,0.6811233,3.8325458,-1.9447113,-4.8390627,-1.6441724,-0.40956724,0.69,1
-36.506153,-27.751879,-30.240944,-30.203978,-32.54529,-32.190704,-36.17682,-33.791687,-36.993744,-35.423622,-33.473663,-33.72395,-34.862156,-39.4261,-43.536057,-44.34157,-42.611877,-42.357555,-42.08921,-44.309452,-52.466442,-48.413807,-46.522705,-49.739693,-57.520725,-59.67987,-60.37095,-65.153305,-65.987885,-68.96665,-72.44063,-77.25254,-76.95096,-78.3076,-78.809685,-80.0,-80.0,-80.0,-80.0,-80.0,-309.671,181.59375,-34.137836,-8.995452,9.4026,-13.7974205,-0.23010004,3.1235003,-0.27508187,-4.3873196,-11.2594795,-10.604533,-10.905485,-2.0857718,4.425374,-8.884524,-13.904533,-3.7978156,-0.107350886,-5.671826,-6.2513995,3.0170996,0.82874477,-9.561321,-2.8092146,3.3233042,-5.3469925,-7.789882,-1.8230975,-0.028595433,0.72,1
-36.607643,-27.875439,-31.059546,-32.707092,-34.368134,-38.035294,-35.95083,-36.37919,-35.42883,-38.03344,-33.790802,-31.403437,-31.381428,-36.035217,-42.453278,-41.755737,-41.886654,-39.862972,-44.795444,-45.460926,-47.224976,-43.98253,-37.574547,-44.315773,-42.369843,-42.152138,-49.77076,-49.141476,-50.021896,-52.567516,-50.931847,-59.989803,-61.978134,-61.076897,-65.82301,-70.39727,-78.17546,-80.0,-80.0,-80.0,-259.49173,133.93814,-50.77608,29.803413,-24.062057,-1.2070409,5.769022,6.49565,-2.8245716,-11.998463,-5.442007,-12.469694,-8.689359,-3.148951,6.1339855,-10.792185,-12.922455,-11.406084,-4.245696,4.7638073,-7.2183104,-0.3089465,-2.7843375,-9.624538,-4.925651,-1.1130084,-0.29628396,-10.308176,-4.0979514,5.4750223,0.75,1
-39.044937,-33.488678,-34.9992,-25.54636,-27.212158,-36.803688,-38.59138,-33.959614,-33.384666,-35.56177,-31.487091,-28.383118,-28.635803,-33.981735,-36.2636,-35.27938,-37.73637,-31.74189,-36.454372,-37.88532,-42.671883,-40.4432,-31.55493,-35.53621,-38.11831,-37.286594,-39.36664,-40.72911,-42.226288,-44.801056,-47.027756,-50.76398,-50.10527,-50.481796,-54.806988,-60.951065,-69.84885,-80.0,-80.0,-80.0,-211.23524,110.79483,-69.84839,32.33264,-36.858547,12.787039,-10.970308,6.474454,-9.352877,-10.440439,-8.355665,-19.599844,-5.230054,-8.886284,9.610265,-10.797261,-9.289797,-2.9185443,4.018355,6.0678873,-0.47095633,7.507974,1.5905411,-12.510796,-12.344951,-0.6693946,-5.614052,-6.808941,-3.7203972,-3.9860346,0.78,1
-40.277832,-39.349457,-38.48835,-29.598663,-28.795462,-37.152374,-40.556744,-39.56426,-33.717815,-33.233906,-32.044224,-28.736856,-25.55941,-28.26086,-37.70838,-25.525427,-26.075455,-33.31862,-31.368332,-33.10869,-34.984062,-38.163445,-36.711216,-39.737534,-41.807716,-42.72311,-45.346626,-44.74836,-43.13047,-48.72893,-51.312973,-54.875988,-53.1665,-55.124405,-58.36435,-62.30233,-68.02741,-80.0,-80.0,-80.0,-215.6334,121.09451,-80.421036,14.783085,-22.368366,18.210075,-8.259051,7.3010273,-4.546771,-8.389372,-14.030766,-12.804154,-1.1037725,-6.2338133,12.422136,-3.2355032,2.7735672,7.0927997,6.396539,10.405693,12.038711,1.6006176,-4.8879786,-9.444218,-3.340361,12.407323,-1.0775309,-8.099213,-8.044552,1.2951169,0.81,1
-26.36462,-38.124527,-40.748417,-36.417297,-30.831234,-32.774063,-35.407467,-36.824646,-34.402943,-33.105362,-28.272923,-26.575954,-30.198153,-33.038113,-36.078484,-36.07789,-31.156017,-36.55092,-35.458946,-33.033325,-39.681248,-37.68863,-32.269543,-37.27363,-39.832016,-40.073975,-45.11148,-43.43965,-42.245247,-44.773556,-44.884693,-48.388435,-47.913094,-50.979454,-54.51313,-58.615864,-65.12283,-80.0,-80.0,-80.0,-201.68929,112.46991,-69.01108,31.634249,-29.835152,24.134579,-8.3478,18.950008,4.457822,-2.8663726,-1.1391586,-3.7548645,5.22814,5.420732,24.665764,7.5073533,11.604061,5.0283775,7.668075,5.385304,5.4287186,4.2720838,0.045568764,-3.0621617,-0.67217493,9.715443,-4.303755,-5.2143345,3.595275,15.5065975,0.84,1
-36.37628,-41.295986,-41.71679,-38.01938,-32.392467,-26.481657,-37.949932,-37.765507,-37.60976,-31.920416,-26.434145,-28.757505,-29.85802,-32.559788,-32.527985,-36.852867,-34.825478,-35.076355,-39.113266,-37.34163,-42.344955,-37.44145,-34.816963,-36.93048,-39.574543,-43.62421,-42.124065,-43.73052,-39.832214,-46.074066,-48.957607,-51.714016,-50.611725,-52.417866,-55.402565,-57.037384,-63.98384,-80.0,-80.0,-80.0,-215.79178,105.49893,-70.71988,22.59987,-37.759766,15.307558,-6.283801,14.956868,-5.112532,-1.4940944,-5.562524,-3.2218332,3.356152,1.8992281,26.382751,5.16182,7.9237576,3.8189042,4.3807707,-3.7754865,-0.5877969,-1.576781,-0.81321245,-3.1665237,-4.7598004,5.6752343,-8.823164,-3.2910528,3.0690327,10.4135065,0.87,1
-41.81715,-41.543,-39.090725,-36.57831,-29.829113,-28.035229,-36.201633,-33.161522,-32.700874,-33.29194,-27.45518,-27.142374,-29.178741,-35.496174,-32.754543,-36.84006,-34.080654,-34.133247,-37.079212,-34.99021,-38.772392,-40.765434,-29.89497,-35.18658,-39.35611,-35.175556,-41.695587,-38.7243,-38.14503,-42.88263,-44.34594,-48.571445,-48.496265,-51.00325,-52.01021,-55.741528,-62.06349,-80.0,-80.0,-80.0,-198.32027,100.68436,-74.85834,28.256203,-45.467155,10.016109,-14.704114,9.754274,-8.313628,-0.24796438,-6.3050737,-8.846441,-2.4983263,-0.22267914,18.930702,-4.57611,6.3063726,-0.22643113,2.4124236,-1.9034034,4.381821,4.948608,-0.21609724,-6.9191833,-9.0376215,4.96276,-7.779176,-2.6578767,12.342097,10.406258,0.9,1
-16.79314,-26.76156,-38.9589,-34.48235,-36.137913,-34.633003,-29.684692,-35.025944,-36.77684,-36.612244,-37.443867,-31.848616,-33.027042,-35.430374,-38.698517,-37.415455,-38.003853,-40.849705,-39.041073,-36.314598,-39.019592,-41.485703,-34.928574,-39.08636,-38.74781,-37.916847,-44.165726,-39.835754,-38.55713,-39.850605,-38.560966,-46.47758,-45.569313,-46.948215,-51.904316,-55.461533,-60.32872,-77.085754,-80.0,-80.0,-198.19278,102.47771,-44.6748,56.407135,-30.089388,31.29356,-5.7070007,21.105646,4.8156657,7.164361,7.864991,11.315269,13.831347,12.461949,19.550858,-2.3950534,9.495617,-0.044085145,1.4221388,2.7120674,9.263305,3.5676177,1.2623366,-6.2572412,1.0636846,8.8874855,-0.8351844,-4.3914576,-7.3224716,2.3579407,0.93,1
-29.662655,-30.06441,-40.650505,-38.378853,-38.45594,-34.72203,-32.96801,-35.085094,-38.495808,-41.475403,-36.183228,-34.628216,-36.965534,-36.26568,-40.62619,-40.794434,-43.877274,-42.559944,-43.381622,-41.82824,-43.291103,-43.551758,-37.281136,-41.32742,-41.688416,-38.66096,-43.225155,-44.16494,-41.696346,-43.709972,-45.37926,-49.31701,-50.472458,-50.465103,-53.260704,-57.58439,-65.749214,-78.43017,-80.0,-80.0,-231.50803,97.62128,-45.0058,47.431473,-32.19527,19.993734,-3.666521,17.961088,-3.8630373,0.39451212,3.1246037,4.914983,12.174921,6.628316,15.331718,-5.153985,5.3480406,-4.707838,-2.6737676,0.5272881,-2.8575761,2.9532428,6.0113297,-2.8941457,-3.2557592,4.336907,-4.604615,-6.05646,2.9355795,3.5771875,0.96,1
